On iwillvote.com?,Form complete?,Muni,LocationType,AbsenteeLocation,Address,FromDate,ToDate,edm_DayofWeek,DayOfWeek,StartTime,EndTime,AdditionalInstructions
,,TOWN OF PLOVER - PORTAGE COUNTY,By Clerk Appointment,Appointment Only,"5081 HOOVER AVE, PLOVER, WI 54467-9738",10/20/2020,10/30/2020,NULL,,NULL,NULL,Call for appointment – 715-344-7684
,,TOWN OF PLUM LAKE - VILAS COUNTY,In-Person Absentee Voting Site,Sayner Town Hall,"8755 LAKE ST, SAYNER, WI 54560-9701",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,5:00 PM,"If these hours don't work for you, please call me to set up an appointment.  (715)892-7049"
,,TOWN OF PLYMOUTH - ROCK COUNTY,By Clerk Appointment,Town Hall,"8219 HIGH ST, ORFORDVILLE, WI 53576-8716",10/20/2020,10/30/2020,"[-1,757580008,757580009,-1]",Weekdays,All Day,All Day,"Tuesday: 10/27, 5pm-7pm; Saturday: 10/24 & 10/30, 10am-Noon or call 608-876-6112 for an appointment"
,,TOWN OF POLAR - LANGLADE COUNTY,By Clerk Appointment,Town Hall,"W6979 STATE HIGHWAY 64, BRYANT, WI 54418-9536",10/20/2020,10/30/2020,NULL,,NULL,NULL,Monday-Friday After 5 pm by Appointment Only. Photo ID Required
,,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,In-Person Absentee Voting Site,Town of Port Washington,"3715 HIGHLAND DR, PORT WASHINGTON, WI 53074-9702",10/20/2020,10/31/2020,"[-1,757580000,-1]",Monday,9:00 AM,4:00 PM,
,,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,In-Person Absentee Voting Site,Town of Port Washington,"3715 HIGHLAND DR, PORT WASHINGTON, WI 53074-9702",10/20/2020,10/31/2020,"[-1,757580002,-1]",Wednesday,9:00 AM,4:00 PM,
,,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,In-Person Absentee Voting Site,Town of Port Washington,"3715 HIGHLAND DR, PORT WASHINGTON, WI 53074-9702",10/20/2020,10/31/2020,"[-1,757580003,-1]",Thursday,4:00 PM,6:00 PM,
,,TOWN OF PORT WASHINGTON - OZAUKEE COUNTY,In-Person Absentee Voting Site,Town of Port Washington,"3715 HIGHLAND DR, PORT WASHINGTON, WI 53074-9702",10/20/2020,10/31/2020,"[-1,757580005,-1]",Saturday,8:00 AM,12:00 PM,
,,TOWN OF PORT WING - BAYFIELD COUNTY,In-Person Absentee Voting Site,Clerk's Office,"83190 GRAND AVE, PORT WING, WI 54865-4001",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,757580004,757580005,757580006,757580007,757580008,757580009,-1]",All Days,10:00 AM,10:00 PM,
,,TOWN OF PORTER - ROCK COUNTY,By Clerk Appointment,Clerk's Office,"7014 N EAGLE RD, JANESVILLE, WI 53548-9349",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,All Day,All Day,Call 608-931-7835 for an appointment
,,TOWN OF PORTERFIELD - MARINETTE COUNTY,By Clerk Appointment,Porterfield Town Hall,"N5202 BAGLEY RD, MARINETTE, WI 54143-9682",10/20/2020,10/30/2020,NULL,,NULL,NULL,Call for an Appointment 715-789-2044
,,TOWN OF PORTLAND - DODGE COUNTY,By Clerk Appointment,Portland Town Hall,"W11720 TAYLOR ST, WATERLOO, WI 53594",10/20/2020,11/1/2020,NULL,,NULL,NULL,Mutually-agreed upon date &  time between elector and clerk.  Electors must show acceptable proof of  ID.  Clerk will provide witnessing services.
,,TOWN OF PORTLAND - MONROE COUNTY,By Clerk Appointment,Town Hall,"6736 STATE HIGHWAY 33, CASHTON, WI 54619",10/20/2020,10/31/2020,NULL,,NULL,NULL,
,,TOWN OF POY SIPPI - WAUSHARA COUNTY,By Clerk Appointment,Home office - appointment only,"W1298 COUNTY ROAD D, BERLIN, WI 54923-8352",10/20/2020,11/1/2020,NULL,,NULL,NULL,Call or e-mail for appointment.
,,TOWN OF PRAIRIE DU SAC - SAUK COUNTY,By Clerk Appointment,Clerk's Home,"E10098 COUNTY ROAD PF, PRAIRIE DU SAC, WI 53578-9752",10/20/2020,11/1/2020,NULL,,NULL,NULL,Clerk will witness. Call 608-544-2406 to schedule.
,,TOWN OF PRESQUE ISLE - VILAS COUNTY,In-Person Absentee Voting Site,Town Office,"8306 SCHOOL LOOP RD, PRESQUE ISLE, WI 54557",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,10:00 AM,12:00 PM,Call 715-686-2473 the day before and we'll have your ballot ready.
,,TOWN OF PRESTON - ADAMS COUNTY,By Clerk Appointment,Preston Town Hall,"1801 11TH AVE, FRIENDSHIP, WI 53934",10/20/2020,10/30/2020,NULL,,NULL,NULL,608-339-6298
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580001,-1]",Tuesday,1:00 PM,3:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580002,-1]",Wednesday,10:00 AM,1:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580003,-1]",Thursday,10:00 AM,12:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580004,-1]",Friday,1:00 PM,3:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580000,-1]",Monday,1:00 PM,3:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580001,-1]",Tuesday,1:00 PM,3:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580002,-1]",Wednesday,11:00 AM,1:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580003,-1]",Thursday,12:30 PM,3:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RANTOUL - CALUMET COUNTY,By Clerk Appointment,Town of Rantoul Office - Potter Village Hall,"309 CENTRAL ST, POTTER, WI 54160",10/20/2020,11/1/2020,"[-1,757580004,-1]",Friday,3:00 PM,5:00 PM,Please call 920-588-7013 or email clerk@townofrantoul.com to set up an appointment during office hours listed.  Weekends are by Appointment Only.
,,TOWN OF RED CEDAR - DUNN COUNTY,By Clerk Appointment,Town of Red Cedar Town Hall,"E6591 627TH AVE, MENOMONIE, WI 54751-5559",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,5:00 PM,
,,TOWN OF RED CEDAR - DUNN COUNTY,By Clerk Appointment,Town of Red Cedar Town Hall,"E6591 627TH AVENUE, MENOMONIE, WI 54751",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,TOWN OF RED RIVER - KEWAUNEE COUNTY,By Clerk Appointment,Municipal Clerk's Home,"E2078 LECAPTAIN RD, CASCO, WI 54205-9622",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,TOWN OF RED SPRINGS - SHAWANO COUNTY,By Clerk Appointment,Clerk's Home,"W11019 W TOWN HALL RD, GRESHAM, WI 54128-8972",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,9:00 AM,5:00 PM,In person absentee voting will be done in your car. The clerk will bring the ballot out to you.
,,TOWN OF REEDSBURG - SAUK COUNTY,In-Person Absentee Voting Site,Town of Reedsburg Town Hall,"600 W MAIN ST, REEDSBURG, WI 53959-1513",10/24/2020,10/29/2020,"[-1,757580005,-1]",Saturday,10:00 AM,2:00 PM,Monitored drop-box for ballot drop off during in-person absentee voting hours.
,,TOWN OF REEDSBURG - SAUK COUNTY,In-Person Absentee Voting Site,Town of Reedsburg Town Hall,"600 W MAIN ST, REEDSBURG, WI 53959-1513",10/24/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,5:00 PM,7:00 PM,Monitored drop-box for ballot drop off during in-person absentee voting hours.
,,TOWN OF REEDSBURG - SAUK COUNTY,In-Person Absentee Voting Site,Town of Reedsburg Town Hall,"600 W MAIN ST, REEDSBURG, WI 53959-1513",10/24/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,5:00 PM,7:00 PM,Monitored drop-box for ballot drop off during in-person absentee voting hours.
,,TOWN OF REEDSBURG - SAUK COUNTY,In-Person Absentee Voting Site,Town of Reedsburg Town Hall,"600 W MAIN ST, REEDSBURG, WI 53959-1513",10/24/2020,10/29/2020,"[-1,757580003,-1]",Thursday,5:00 PM,7:00 PM,Monitored drop-box for ballot drop off during in-person absentee voting hours.
,,TOWN OF REID - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"175477 PLOVER RIVER RD, HATLEY, WI 54440",10/20/2020,10/31/2020,NULL,,NULL,NULL,Call for appointment:  715-446-3767
,,TOWN OF RIB FALLS - MARATHON COUNTY,By Clerk Appointment,Rib Falls Town Hall,"232343 COUNTY RD S, EDGAR, WI 54426",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,TOWN OF RIB LAKE - TAYLOR COUNTY,By Clerk Appointment,Clerk's Home,"N7500 TIMBER DR, RIB LAKE, WI 54470-9605",10/20/2020,10/30/2020,NULL,,NULL,NULL,In-Person voting by appointment only.  Call 715-427-3635.
,,TOWN OF RIB LAKE - TAYLOR COUNTY,In-Person Absentee Voting Site,Village Hall,"655 PEARL ST, RIB LAKE, WI 54470-0205",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,12:00 PM,
,,TOWN OF RIB LAKE - TAYLOR COUNTY,In-Person Absentee Voting Site,Village Hall,"655 PEARL ST, RIB LAKE, WI 54470-0205",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,1:00 PM,3:30 PM,
,,TOWN OF RIB MOUNTAIN - MARATHON COUNTY,In-Person Absentee Voting Site,Town of Rib Mountain Municipal Center,"227800 SNOWBIRD AVE, WAUSAU, WI 54401",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,NULL,NULL,The Municipal Center will be open on October 29th and 30th from 8:00 a.m. to 5:00 p.m.
,,TOWN OF RICE LAKE - BARRON COUNTY,In-Person Absentee Voting Site,Rice Lake Town Hall,"1830 MACAULEY AVE, RICE LAKE, WI 54868-2909",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,2:30 PM,"Outside of the posted absentee hours, by appointment only."
,,TOWN OF RICHFIELD - ADAMS COUNTY,By Clerk Appointment,Appointment Only,"1602 COUNTY ROAD G, COLOMA, WI 54930",10/20/2020,11/1/2020,NULL,,NULL,NULL,
,,TOWN OF RICHFIELD - WOOD COUNTY,In-Person Absentee Voting Site,Clerk's Office,"9333 COUNTY RD N, MARSHFIELD, WI 54449-9623",10/23/2020,10/30/2020,"[-1,757580004,-1]",Friday,3:00 PM,5:00 PM,
,,TOWN OF RICHFIELD - WOOD COUNTY,In-Person Absentee Voting Site,Clerk's Office,"9333 COUNTY RD N, MARSHFIELD, WI 54449-9623",10/23/2020,10/30/2020,"[-1,757580000,-1]",Monday,3:00 PM,5:00 PM,
,,TOWN OF RICHFIELD - WOOD COUNTY,By Clerk Appointment,Clerk's Office,"9333 COUNTY RD N, MARSHFIELD, WI 54449-9623",10/23/2020,10/2/2020,NULL,,NULL,NULL,
,,TOWN OF RICHFORD - WAUSHARA COUNTY,In-Person Absentee Voting Site,Town Hall,"W11127 CUMBERLAND RD, COLOMA, WI 54930-8743",10/21/2020,10/31/2020,"[-1,757580002,-1]",Wednesday,4:00 PM,5:00 PM,Other times available by appointment. Call 715.223.5367.
,,TOWN OF RICHFORD - WAUSHARA COUNTY,In-Person Absentee Voting Site,Town Hall,"W11127 CUMBERLAND RD, COLOMA, WI 54930-8743",10/21/2020,10/31/2020,"[-1,757580005,-1]",Saturday,9:00 AM,10:00 AM,Other times available by appointment. Call 715.223.5367.
,,TOWN OF RICHMOND - SHAWANO COUNTY,In-Person Absentee Voting Site,Town of Richmond Town Hall,"N5170 COUNTY ROAD MM, SHAWANO, WI 54166-6048",10/20/2020,10/30/2020,NULL,,NULL,NULL,
,,TOWN OF RICHMOND - ST. CROIX COUNTY,By Clerk Appointment,Clerk's Office,"1453 COUNTY ROAD GG, NEW RICHMOND, WI 54017-6715",10/20/2020,10/31/2020,NULL,,NULL,NULL,
,,TOWN OF RICHMOND - ST. CROIX COUNTY,In-Person Absentee Voting Site,Richmond Town Hall,"1428 100TH ST, NEW RICHMOND, WI 54017",10/20/2020,10/30/2020,"[-1,757580001,757580002,-1]","Tuesday,Wednesday",3:30 PM,6:00 PM,
,,TOWN OF RICHMOND - ST. CROIX COUNTY,In-Person Absentee Voting Site,Richmond Town Hall,"1428 100TH ST, NEW RICHMOND, WI 54017",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,12:00 PM,3:00 PM,
,,TOWN OF RICHMOND - ST. CROIX COUNTY,In-Person Absentee Voting Site,Richmond Town Hall,"1428 100TH ST, NEW RICHMOND, WI 54017",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,6:00 PM,8:00 PM,
,,TOWN OF RICHMOND - WALWORTH COUNTY,In-Person Absentee Voting Site,Town Hall,"W9046 COUNTY ROAD A, DELAVAN, WI 53115-2449",10/27/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,6:00 PM,8:00 PM,"Vote by Mail Absentee ballots are available by request.  Please make your mail request no later than Friday, October 23, to allow time to receive the ballot and return it by 8:00pm on November 3, 2020. "
,,TOWN OF RICHMOND - WALWORTH COUNTY,In-Person Absentee Voting Site,Town Hall,"W9046 COUNTY ROAD A, DELAVAN, WI 53115-2449",10/27/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,6:00 PM,8:00 PM,"Vote by Mail Absentee ballots are available by request.  Please make your mail request no later than Friday, October 23, to allow time to receive the ballot and return it by 8:00pm on November 3, 2020. "
,,TOWN OF RICHMOND - WALWORTH COUNTY,In-Person Absentee Voting Site,Town Hall,"W9046 COUNTY ROAD A, DELAVAN, WI 53115-2449",10/27/2020,10/29/2020,"[-1,757580003,-1]",Thursday,6:00 PM,8:00 PM,"Vote by Mail Absentee ballots are available by request.  Please make your mail request no later than Friday, October 23, to allow time to receive the ballot and return it by 8:00pm on November 3, 2020. "
,,TOWN OF RIDGEVILLE - MONROE COUNTY,In-Person Absentee Voting Site,Town Hall Clerk,"309 MAIN ST, NORWALK, WI 54648",10/20/2020,10/30/2020,"[-1,757580000,-1]",Monday,10:00 AM,3:00 PM,Or any other time by appointment. 
,,TOWN OF RIDGEVILLE - MONROE COUNTY,In-Person Absentee Voting Site,Town Hall Clerk,"309 MAIN ST, NORWALK, WI 54648",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,10:00 AM,12:00 PM,Or any other time by appointment. 
,,TOWN OF RIDGEVILLE - MONROE COUNTY,In-Person Absentee Voting Site,Town Hall Clerk,"309 MAIN ST, NORWALK, WI 54648",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,10:00 AM,12:00 PM,Or any other time by appointment. 
,,TOWN OF RIETBROCK - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"232681 MERIDIAN RD, ATHENS, WI 54411",10/20/2020,11/1/2020,NULL,,NULL,NULL,Call for appointment:  715-257-7014
,,TOWN OF RINGLE - MARATHON COUNTY,By Clerk Appointment,Clerk's Office,"223207 ABT RD, RINGLE, WI 54471",10/22/2020,10/29/2020,NULL,,NULL,NULL,Call for appointment:  715-571-6669
,,TOWN OF RIVERVIEW - OCONTO COUNTY,In-Person Absentee Voting Site,Riverview Town Hall,"15471 STATE HIGHWAY 32, MOUNTAIN, WI 54149-9749",10/21/2020,10/28/2020,"[-1,757580000,757580002,-1]","Monday,Wednesday",12:30 PM,4:00 PM,
,,TOWN OF ROCK - ROCK COUNTY,By Clerk Appointment,Clerk's Office,"5814 S DUGGAN RD, BELOIT, WI 53511-9046",10/20/2020,10/30/2020,"[-1,757580008,-1]",Weekdays,All Day,All Day,Call 608-362-0598 for an appointment
,,TOWN OF ROCK CREEK - DUNN COUNTY,By Clerk Appointment,Town Hall,"N995 COUNTY ROAD H, MONDOVI, WI 54755-6823",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,5:00 PM,7:00 PM,In person by appointment only.  Please call Susan Huftel at 715-456-1848 to schedule an appointment.
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/20/2020,10/22/2020,"[-1,757580001,-1]",Tuesday,10:00 AM,3:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/20/2020,10/22/2020,"[-1,757580002,-1]",Wednesday,10:00 AM,3:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/20/2020,10/22/2020,"[-1,757580003,-1]",Thursday,10:00 AM,3:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/26/2020,10/29/2020,"[-1,757580000,-1]",Monday,10:00 AM,3:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/26/2020,10/29/2020,"[-1,757580001,-1]",Tuesday,5:00 PM,7:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/26/2020,10/29/2020,"[-1,757580002,-1]",Wednesday,5:00 PM,7:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/26/2020,10/29/2020,"[-1,757580003,-1]",Thursday,5:00 PM,7:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROCKLAND - BROWN COUNTY,In-Person Absentee Voting Site,Rockland Town Hall,"1712 BOB BEA JAN RD, DE PERE, WI 54115-8632",10/26/2020,10/29/2020,"[-1,757580000,-1]",Monday,5:00 PM,7:30 PM,A mail box with a locked panel is set up as a drop box.  The numbers 1712 are on the post of the box at the edge of the road.  Please feel free to deposit your ballot in there anytime up until 7:50 on Nov 3
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580001,-1]",Tuesday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580002,-1]",Wednesday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580003,-1]",Thursday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROME - ADAMS COUNTY,In-Person Absentee Voting Site,ROME TOWN HALL PARKING LOT,"1156 ALPINE DR, NEKOOSA, WI 54457-8616",10/20/2020,10/30/2020,"[-1,757580004,-1]",Friday,10:00 AM,3:00 PM,"TUES, WED THUR IS OCTOBER 20 - OCTOBER 22, WED, THUR FRI IS OCTOBER 28 - OCTOBER 30"
,,TOWN OF ROOSEVELT - TAYLOR COUNTY,By Clerk Appointment,Roosevelt Town Hall,"N1219 WEST STREET, LUBLIN, WI 54447",10/20/2020,11/1/2020,NULL,,NULL,NULL,By Appointment Only.
,,TOWN OF ROSENDALE - FOND DU LAC COUNTY,By Clerk Appointment,Town Hall,"N8472 COUNTY ROAD M, RIPON, WI 54971-9726",10/20/2020,11/1/2020,"[-1,757580008,-1]",Weekdays,8:00 AM,4:00 PM,By appointment only-No weekends.
,,TOWN OF ROXBURY - DANE COUNTY,By Clerk Appointment,Roxbury Town Hall,"7167 KIPPLEY RD, SAUK CITY, WI 53583",10/20/2020,10/30/2020,"[-1,757580000,757580001,757580002,757580003,-1]","Monday,Tuesday,Wednesday,Thursday",8:00 AM,12:00 PM,
,,TOWN OF RUBY - CHIPPEWA COUNTY,By Clerk Appointment,By Appointment Voting,"31700 COUNTY HIGHWAY M, HOLCOMBE, WI 54745-5552",10/20/2020,11/1/2020,NULL,,NULL,NULL,Monday-Sunday 9:00 a.m. - 6:00 p.m. By calling first.
