Municipality,HINDI,Website,Updated,Clerk,Deputy_Clerk,Address,Address_Mailing,Phone_1,Fax
TOWN OF ELLSWORTH PIERCE COUNTY %20government/ellsworth_township/ell,48006,http://www.co.pierce.wi.us/municipal,4/29/2019,PHYLLIS J BEASTROM,NA,"W6058 490TH AVE, ELLSWORTH, WI 54011-3000","W6244 410TH AVE, ELLSWORTH, WI 54011-3000",715-273-5847,NA
TOWN OF EL PASO PIERCE COUNTY,48008,NA,12/15/2017,MELANIE SCHOEPP,NA,"N5325 450TH ST, ELLSWORTH, WI 54011-5721",NA,715-273-4811,NA
TOWN OF GILMAN PIERCE COUNTY,48010,NA,4/16/2018,BECKY MANLEY,NA,"W3616 770TH AVE, SPRING VALLEY, WI 54767-8229","W3176 690TH AVE, SPRING VALLEY, WI 54767-8507",715-778-4425,NA
TOWN OF HARTLAND PIERCE COUNTY,48012,NA,4/25/2019,JAIMIE MURPHY,NA,"W6170 COUNTY ROAD EE, BAY CITY, WI 54723-8511","W7003 290TH AVE, ELLSWORTH, WI 54011",715-495-0636,NA
TOWN OF ISABELLE PIERCE COUNTY,48014,NA,4/29/2019,JULIE ERICKSON,NA,"W5144 STATE ROAD 35, BAY CITY WI 54723-7304","W7187 135TH AVE, BAY CITY, WI 54723-8410",715-792-2008,NA
TOWN OF MAIDEN ROCK - PIERCE COUNTY,48016,NA,10/26/2017,DARLA PITTMAN,NA,"W2096 COUNTY ROAD CC, MAIDEN ROCK, WI 54750-8707","N1575 35TH ST, PLUM CITY, WI 54761-8523",715-647-3953,715-448-2040
TOWN OF MARTELL PIERCE COUNTY,48018,NA,12/6/2019,SARA CARDWELL,NA,"W5581 US HIGHWAY 63, SPRING VALLEY, WI 54767-7826","W6562 870TH AVE, RIVER FALLS, WI 54022",715-977-1202,NA
TOWN OF OAK GROVE PIERCE COUNTY,48020,NA,2/6/2018,ANDRIA HAYDAY,NA,"N4939 1100TH ST, PRESCOTT, WI 54021","PO BOX 434, PRESCOTT, WI 54021-0434",715-262-4005,715-262-4015
TOWN OF RIVER FALLS PIERCE COUNTY,48022,https://riverfallstown.com/,5/13/2019,SUSAN FREIERMUTH,RUTH STERN,"W9015 770TH AVE, RIVER FALLS, WI 54022-4325","N7998 STATE HIGHWAY65, RIVER FALLS, WI 54022",715-425-1117,NA
TOWN OF ROCK ELM PIERCE COUNTY,48024,NA,3/8/2018,MONICA ROBEY,NA,"N5412 170TH ST, ELMWOOD,WI 54740","N5427 COUNTY ROAD S, ELMWOOD, WI 54740",715-639-4080,NA
TOWN OF SALEM PIERCE COUNTY %20government/salem_township/sale,48026,http://www.co.pierce.wi.us/municipal,6/13/2019,RUTH KAY,NA,"N3599 COUNTY ROAD A, MAIDEN ROCK, WI 54750-8105","W1085 CARDINAL DRIVE, SPRING VALLEY, WI 54767",715-647-3585,NA
TOWN OF SPRING LAKE - PIERCE COUNTY,48028,NA,4/29/2019,DONNA BORGSCHATZ,NA,"N7717 COUNTY ROAD B, SPRING VALLEY, WI 54767-8052","PO BOX 178, SPRING VALLEY, WI 54767-0178",715-307-3463,715-772-4241
TOWN OF TRENTON PIERCE COUNTY,48030,NA,4/16/2018,STEVE THOMS,NA,"W7926 250TH AVE, HAGER CITY, WI 54014-8175","W8074 147TH AVE, HAGER CITY, WI 54014-8069",715-792-5218,NA
TOWN OF TRIMBELLE PIERCE COUNTY,48032,NA,4/16/2018,MARY JANE KEES,NA,"W9115 501ST AVE, ELLSWORTH, WI 54011-4626",NA,715-273-5860,NA
TOWN OF UNION PIERCE COUNTY,48034,NA,1/19/2018,BARBARA SCHNEIDER,NA,"1119 FIRST STREET, PLUM CITY, WI 54761","PO BOX 116, PLUM CITY, WI 54761-0116",715-647-2122,NA
VILLAGE OF BAY CITY PIERCE COUNTY,48106,http://www.baycitywi.org,3/28/2018,KIMBERLY LUNDA,NA,"W6391 MAIN ST, BAY CITY, WI 54723-8324","PO BOX 9, BAY CITY, WI 54723- 0009",715-594-3168,715-594-3009
VILLAGE OF ELLSWORTH - PIERCE,48121,http://www.villageofellsworth.org/,4/24/2017,PEGGY A. NELSON,NA,"130 N CHESTNUT ST, COUNTY ELLSWORTH, WI 54011-4135",NA,715-273-4742,715-273-6460
VILLAGE OF ELMWOOD PIERCE COUNTY,48122,http://www.elmwoodwi.org/,1/9/2018,AMY C WAYNE,NA,"323 W WINTER AVE, ELMWOOD, WI 54740-8710","PO BOX 26, ELMWOOD, WI 54740-0026",715-639-3792,715-639-3799
VILLAGE OF MAIDEN ROCK - PIERCE COUNTY,48151,NA,11/2/2017,SHIRLEY C GILLES,NA,"N510 COUNTY ROAD S, MAIDEN ROCK, WI 54750-7900","PO BOX 186, MAIDEN ROCK, WI 54750-0186",715-448-2205,715-448-2205
VILLAGE OF PLUM CITY - PIERCE COUNTY,48171,http://plumcitypages.com,4/25/2018,ROXANNE GILLES,NA,"501 MAIN ST, PLUM CITY, WI 54761-9057","PO BOX 207, PLUM CITY, WI 54761-0207",715-647-2612,715-647-2021
VILLAGE OF SPRING VALLEY - MULTIPLE,48181,http://www.springvalleywi.com,1/2/2018,LUANN EMERSON,NA,"E121 S 2ND ST, SPRING COUNTIES VALLEY, WI 54767","PO BOX 276, SPRING VALLEY, WI 54767-0276",715-778-5635,715-778-5030
CITY OF PRESCOTT PIERCE COUNTY,48271,http://www.prescottwi.org,11/2/2017,JAYNE M BRAND,ELIZABETH LANSING,"800 BORNER ST N, PRESCOTT, WI 54021-2011",NA,715-262-5544,715-262-5764
CITY OF RIVER FALLS MULTIPLE COUNTIES,48276,http://www.rfcity.org,9/14/2018,AMY WHITE,JACKIE SAHNOW,"222 LEWIS ST STE 202, RIVER FALLS, WI 54022-2190",NA,715-426-3408,715-425-8621
TOWN OF ALDEN COUNTY,49002,https://www.townofalden.com/,6/24/2019,CHRISTINE GENUNG,NA,"183 155TH ST, STAR PRAIRIE, WI 54026-5312",NA,715-248-7859,NA
TOWN OF APPLE RIVER - POLK COUNTY,49004,http://townofappleriver.com/,9/25/2019,JOANN AGNE,NA,"612 US HIGHWAY 8, AMERY, WI 54001-2536",NA,715-268-6506,NA
TOWN OF BALSAM LAKE - POLK COUNTY,49006,NA,2/22/2018,BRIAN RICHARD MASTERS,NA,"1574 STATE ROAD 46, BALSAM LAKE, WI 54810-7205",NA,715-554-2091,NA
TOWN OF BEAVER POLK COUNTY,49008,NA,1/26/2018,WENDY COLEMAN,ROXY KING,"1541 CTH T, TURTLE LAKE, WI 54889","PO BOX 93, TURTLE LAKE, WI 54889-0093",715-205-4396,NA
TOWN OF BLACK BROOK - POLK COUNTY,49010,http://townofblackbrook.com,1/5/2018,SALLY PICKARD,NA,"99 75th St, Clear Lake, WI 54005","858 60TH AVE, AMERY, WI54001 -5302",715-268-2926,715-268-7890
TOWN OF BONE LAKE POLK COUNTY,49012,http://www.townofbonelake.org/,12/2/2019,DARRELL FRANDSEN,NA,"954 280TH AVE, FREDERIC, WI 54837-5002",NA,715-472-8212,NA
TOWN OF CLAM FALLS POLK COUNTY,49014,http://www.townofclamfalls.com,11/2/2017,JANE SCHMIDT,NA,"3178 80TH ST, FREDERIC, WI 54837-4911","3341 80TH ST, FREDERIC, WI 54837-4815",715-653-2368,NA
TOWN OF CLAYTON POLK COUNTY,49016,http://townofclaytonwi.com,11/2/2017,TRACY LABLANC,NA,"462 105TH AVE, CLAYTON, WI 54004","164 70TH AVE, CLAYTON, WI 54004-3310",715-948-2564,NA
TOWN OF CLEAR LAKE POLK COUNTY,49018,NA,11/30/2017,JANELLE M JOHNSON,NA,"375 46TH ST, CLEAR LAKE, WI 54005-3423","209 50TH AVE, CLAYTON, WI 54004-3506",715-948-2189,NA
TOWN OF EUREKA POLK COUNTY,49020,https://townofeureka.org/,9/3/2019,DAVID ANDERSON,MELODY JACOBS,"2395 210th Ave, St. Croix Falls, WI 54024",NA,715-483-9899,NA
TOWN OF FARMINGTON - POLK COUNTY,49022,NA,5/24/2019,DEBBIE SWANSON,NA,"304 STATE ROAD 35, OSCEOLA, WI 54020-4109",NA,715-294-2370,715-294-2370
TOWN OF GARFIELD POLK COUNTY,49024,NA,3/8/2019,SUE KNUTSON,NA,"690 MINNEAPOLIS ST, AMERY, WI 54001-4816",NA,715-268-4857,715-268-4857
TOWN OF GEORGETOWN - POLK,49026,NA,9/25/2019,JOANN JOSHU AGNE,NA,"1847 100TH ST, BALSAM COUNTY LAKE, WI 54810-2311",NA,715-857-5788,NA
TOWN OF JOHNSTOWN POLK COUNTY township,49028,http://www.pipelakes.org/johnstown-,3/14/2019,DEANNE MORAVITZ,NA,"2181 20TH ST CTY RD G, COMSTOCK, WI 54826","1925 LONG LAKE LN, COMSTOCK, WI 54826-6507",715-497-3043,NA
TOWN OF LAKETOWN POLK COUNTY,49030,NA,11/2/2017,PATSY GUSTAFSON,NA,"2773 230TH ST, CUSHING, WI 54006-3424",NA,715-648-5569,NA
TOWN OF LINCOLN POLK COUNTY,49032,http://townoflincoln-wi.com,1/19/2018,STEPHANIE ANN MARCINIAK,NA,"661 85TH ST, AMERY, WI 54001-5310",NA,715-268-4747,715-268-4667
TOWN OF LORAIN POLK COUNTY,49034,NA,3/20/2019,SUSAN E HUGHES,NA,"252 345TH AVE, FREDERIC, WI 54837-5617","3340 15TH ST, FREDERIC, WI 54837-5620",715-653-2629,715-653-2252
TOWN OF LUCK COUNTY,49036,NA,7/17/2017,PATSY GUSTAFSON,NA,"135 1ST AVE WEST, LUCK, WI 54853","2773 230TH ST, CUSHING, WI 54006",715-648-5569,NA
TOWN OF MCKINLEY POLK COUNTY,49038,NA,3/8/2019,ANNA WEAVER,NA,"2527 15TH ST, CUMBERLAND, WI 54829-9359","125 260TH AVE, CUMBERLAND, WI 54829-9384",715-822-5909,715-822-5909
TOWN OF MILLTOWN POLK COUNTY,49040,http://milltowntownship.com/,12/6/2019,STEPHANIE LARSEN,NA,"129 EIDER ST, MILLTOWN, WI 54858-4402","PO BOX 475, MILLTOWN, WI 54858-0475",715-553-0259,NA
TOWN OF OSCEOLA POLK COUNTY,49042,http://www.townofosceola.com/,1/16/2020,JO EVERSON,NA,"516 N EAST AVE, DRESSER, WI 54009-9039","PO BOX 216, DRESSER, WI 54009-0216",715-755-3060,715-755-2271
TOWN OF ST. CROIX FALLS - POLK COUNTY,49044,http://townofstcroixfalls.org,11/4/2019,JANET KRUEGER,NA,"1305 200TH ST, ST CROIX FALLS WI 54024-8137","1305 200TH ST, ST CROIX FALLS, WI 54024-8137",715-483-1851,715-483-1836
TOWN OF STERLING POLK COUNTY,49046,NA,12/28/2017,JULIE PETERSON,NA,"2510 241ST ST, CUSHING, WI 54006","13308 BUCKLUND RD, GRANTSBURG, WI 54840-7726",715-488-2735,715-488-3940
TOWN OF WEST SWEDEN - POLK,49048,http://www.townofwestsweden.com,11/2/2017,PHYLLIS WILDER,NA,"3147 3RD AVE N, FREDERIC, COUNTY WI 54837-4213","3096 170TH ST, FREDERIC, WI 54837-4309",715-327-8951,NA
VILLAGE OF BALSAM LAKE - POLK COUNTY,49106,NA,1/5/2018,LORI A DUNCAN,MARY L KJESETH,"404 MAIN ST, BALSAM LAKE, WI 54810-7261","PO BOX 506, BALSAM LAKE, WI 54810-0506",715-485-3424,715-485-9339
VILLAGE OF CENTURIA POLK COUNTY,49111,http://centuria-wi.org,10/31/2018,KAREN EDGELL,KAIJA HIKEL,"305 WISCONSIN AVE, CENTURIA, WI 54824-9053","PO BOX 280, CENTURIA, WI 54824-0280",715-646-2300,NA
VILLAGE OF CLAYTON POLK COUNTY,49112,http://www.villageofclaytonwi.com,1/26/2018,DAVID FALL,NA,"133 W CLAYTON AVE, CLAYTON, WI 54004-9600","PO BOX 63, CLAYTON, WI 54004 -0063",715-948-2460,715-948-4260
VILLAGE OF CLEAR LAKE - POLK COUNTY,49113,http://www.clearlake-wi.gov,6/19/2018,ALBERT BANNINK,NA,"350 4TH AVE, CLEAR LAKE, WI 54005-8604","PO BOX 48, CLEAR LAKE, WI 54005-0048",715-263-2157,715-263-2666
VILLAGE OF DRESSER POLK COUNTY,49116,http://www.villageofdresser.com,11/2/2017,JODI A GILBERT,NA,"102 W MAIN ST, DRESSER, WI 54009-9043","PO BOX 547, DRESSER, WI 54009-0547",715-755-2940,715-755-2046
VILLAGE OF FREDERIC POLK COUNTY,49126,http://www.fredericwi.com/,1/31/2018,JANICE SCHOTT,NA,"110 OAK STREET E, FREDERIC, WI 54837-4542","PO BOX 567, FREDERIC, WI 54837-0567",715-327-4294,715-327-4455
VILLAGE OF LUCK POLK COUNTY,49146,http://www.luckwisconsin.com,12/28/2017,LORI PARDUN,LAURIE COOK,"401 MAIN ST, LUCK, WI 54853-9034","PO BOX 315, LUCK, WI 54853- 0315",715-472-2221,715-472-2214
VILLAGE OF MILLTOWN POLK COUNTY,49151,http://www.milltownvillage.com,5/16/2017,AMY ALBRECHT,NA,"89 MAIN ST W , MILLTOWN, WI 54858-4412","PO BOX 485, MILLTOWN, WI 54858-0485",715-825-3258,715-825-4538
VILLAGE OF OSCEOLA POLK COUNTY,49165,https://www.vil.osceola.wi.us/,12/10/2019,FRANCES DUNCANSON,NA,"310 CHIEFTAIN ST, OSCEOLA, WI 54020","PO BOX 217, OSCEOLA, WI 54020-0217",715-294-3498,715-294-2210
CITY OF AMERY COUNTY,49201,http://www.amerywisconsin.org/,3/26/2019,PATRICE BJORKLUND,NA,"118 CENTER ST W, AMERY, WI 54001-1151",NA,715-268-3411,715-268-4870
CITY OF ST. CROIX FALLS - POLK COUNTY,49281,NA,12/28/2017,BONITA LEGGITT,GAIL BIBEAU,"710 S HIGHWAY 35, ST CROIX FLS, WI 54024-9240",NA,715-483-3929,715-483-1848
TOWN OF ALBAN PORTAGE COUNTY,50002,NA,12/6/2019,TRACY GLODOWSKI,PAM FILTZ,"32535 COUNTY ROAD A, ROSHOLT, WI 54473","PO BOX 303, ROSHOLT, WI 54473-0303",715-570-5175,715-677-6706
TOWN OF ALMOND PORTAGE COUNTY,50004,NA,7/29/2019,NANCY SEAMAN,NA,"7184 LAURAS LN, ALMOND, WI 54909-8925",NA,715-366-7513,715-366-7513
TOWN OF AMHERST PORTAGE COUNTY,50006,http://townofamherst.org,6/18/2018,SHAWN LEA,NA,"4023 COUNTY ROAD Q, AMHERST JCT, WI 54407","PO BOX 5, AMHERST JCT, WI 54407-0005",715-824-3476,NA
TOWN OF BELMONT PORTAGE COUNTY,50008,http://uniontel.net/~belmont,4/13/2017,SHERRY FORSETH,NA,"9110 16TH RD, PO BOX 219 ALMOND, WI 54909-0219","10159 AKRON AVE, ALMOND, WI 54909",920-622-4417,NA
TOWN OF BUENA VISTA - PORTAGE COUNTY,50010,NA,5/8/2019,GERMAINE STUCZYNSKI,NA,"6684 COUNTY ROAD BB, BANCROFT, WI 54921-9739","6304 COUNTY ROAD K, AMHERST, WI 54406-9065",715-824-5419,NA
TOWN OF CARSON PORTAGE COUNTY,50012,http://townofcarson.com,1/3/2019,ANNETTE M. STASHEK,NA,"3756 COUNTY ROAD M, STEVENS POINT, WI 54481-9516","5286 LONE ELM RD, JUNCTION CITY, WI 54443-9406",715-457-2170,715-457-2170
TOWN OF DEWEY PORTAGE COUNTY,50014,http://townofdeweywi.com,12/15/2017,ANGELA LOCHINGER,NA,"430 DEWEY DR, STEVENS POINT, WI 54482-9655",NA,715-344-2343,NA
TOWN OF EAU PLEINE PORTAGE COUNTY,50016,https://www.townofeaupleine.com/,12/6/2019,CARRIE L DREXLER,NA,"3191 STATE HIGHWAY 34, JUNCTION CITY, WI 54443-9630",NA,715-457-4672,NA
TOWN OF GRANT PORTAGE COUNTY,50018,NA,11/2/2017,VICKY ZIMMERMAN,NA,"9011 COUNTY ROAD WW, WISC RAPIDS, WI 54494-9326","9011 COUNTY ROAD WW, WISC RAPIDS, WI 54494-9326",715-423-9193,715-423-9115
TOWN OF HULL PORTAGE COUNTY,50020,https://www.townofhull.us/,1/2/2020,JUDITH ANN HOLLEY,BARBARA BRILOWSKI,"4550 WOJCIK MEMORIAL DR, STEVENS POINT, WI 544",NA,715-344-8280,715-344-0717
TOWN OF LANARK PORTAGE COUNTY,50022,NA,8/24/2018,CHERYL LEATHERMAN,NA,"7174 COUNTY ROAD TT, AMHERST, WI 54406-8801",NA,715-256-9801,715-346-1486
TOWN OF LINWOOD PORTAGE COUNTY,50024,NA,1/19/2018,DENISE HULCE,ELAINE JAZDZEWSKI,"3160 MILL CREEK DR, STEVENS POINT, WI 54481-9538","2278 BLUEBIRD LN, STEVENS POINT, WI 54481-9002",715-345-9516,NA
TOWN OF NEW HOPE PORTAGE COUNTY,50026,NA,11/2/2017,KARI YENTER,NA,"9785 TOWN HALL RD, AMHERST JUNCTION, WI 54407-9029","9041 COUNTY ROAD OO, ROSHOLT, WI 54473-9335",715-677-7074,NA
TOWN OF PINE GROVE PORTAGE COUNTY,50028,NA,2/2/2018,PAULA CUMMINGS,NA,"5444 COUNTY RD W, BANCROFT, WI 54921-9669",NA,715-335-4011,NA
TOWN OF PLOVER PORTAGE COUNTY,50030,https://townofplover.com/,1/9/2020,PATRICIA WELLER,NA,"5081 HOOVER AVE, PLOVER, WI 54467-9738",NA,715-344-7684,NA
TOWN OF SHARON PORTAGE COUNTY,50032,NA,8/20/2019,LORI PRINTZ,ALICE WIERZBA,"6704 STATE HIGHWAY 66, CUSTER, WI 54423-9641",NA,715-592-6600,715-592-6666
TOWN OF STOCKTON PORTAGE COUNTY,50034,NA,12/20/2017,LAURI NOVOTNY,NA,"7252 6TH ST, CUSTER, WI 54423-9743",NA,715-592-4712,715-592-4728
VILLAGE OF ALMOND PORTAGE COUNTY,50101,http://www.villageofalmond.com,3/20/2019,CAROL L SMITH,NA,"122 MAIN ST, ALMOND, WI 54909-9303","PO BOX 125, ALMOND, WI 54909 -0125",715-366-8171,715-366-4558
VILLAGE OF AMHERST PORTAGE COUNTY,50102,NA,10/31/2018,MARCY PETERSON,NA,"160 MILL ST, AMHERST, WI 54406-9207",NA,715-824-5613,(715) 824-5713
VILLAGE OF AMHERST JUNCTION - PORTAGE,50103,NA,3/26/2018,KAREN J. SHULFER,NA,"3980 2ND ST, AMHERST JCT, COUNTY WI 54407-9153","3993 2ND ST, AMHERST JCT, WI 54407-9182",715-824-3147,NA
VILLAGE OF JUNCTION CITY - PORTAGE,50141,NA,1/19/2018,BETTY A BRUSKI MALLEK,NA,"656 MAIN ST, JUNCTION CITY, COUNTY WI 54443-0093","PO BOX 93, JUNCTION CITY, WI 54443-0093",715-457-2353,715-457-6131
VILLAGE OF NELSONVILLE -,50161,http://villageofnelsonville.com/,1/22/2020,DAN BOOTZ,NA,"9500 County Rd SS, PORTAGE COUNTY Nelsonville, WI 54458","PO BOX 86, Nelsonville, WI 54458 -0086",920-716-7611,NA
VILLAGE OF PARK RIDGE - PORTAGE,50171,https://park-ridge.us/,4/30/2019,KATHY BEMOWSKI,NA,"24 Crestwood Dr, Stevens COUNTY Point, WI 54481",NA,715-343-1590,NA
VILLAGE OF PLOVER PORTAGE COUNTY,50173,NA,12/20/2017,KAREN SWANSON,NA,"2400 POST RD, PLOVER, WI 54467-2970","PO BOX 37, PLOVER, WI 54467- 0037",715-345-5250,715-345-5253
VILLAGE OF ROSHOLT PORTAGE COUNTY,50176,http://rosholtvillage.com,3/20/2019,THERESA HARTVIG,NA,"101 S MAIN ST, ROSHOLT, WI 54473-9772","PO Box 245, ROSHOLT, WI 54473-0245",715-677-4510,NA
VILLAGE OF WHITING PORTAGE COUNTY,50191,https://villageofwhiting.org/,5/24/2018,ANNETTE STASHEK,MEGGIE GRYGLESKI,"3600 WATER ST, STEVENS POINT, WI 54481-5866",NA,715-341-2742,715-341-6848
CITY OF STEVENS POINT - PORTAGE,50281,http://stevenspoint.com,11/8/2019,PAUL PIOTROWSKI,COREY LADICK,"1515 STRONGS AVE, STEVENS POINT, WI 54481-3543",NA,715-346-1572,715-346-1498
TOWN OF CATAWBA PRICE COUNTY,51002,NA,1/19/2018,MARY MACHOLL,NA,"N9242 US HIGHWAY 8, CATAWBA, WI 54515","N3605 COUNTY ROAD O, CATAWBA, WI 54515-9319",715-474-2372,715-474-2372
TOWN OF EISENSTEIN PRICE COUNTY,51004,NA,3/8/2019,ELIZABETH PALECEK,NA,"N15664 TOWN HALL RD, PARK FALLS, WI 54552-8068","W6115 STATE HIGHWAY182, PARK FALLS, WI 54552-7814",715-762-4812,NA
TOWN OF ELK COUNTY,51006,NA,6/19/2018,SUZANNE BRANDT,NA,"N8314 DANISH SETTLEMENT RD, PHILLIPS, WI 54555-6532",NA,715-339-2877,NA
TOWN OF EMERY PRICE COUNTY,51008,NA,3/19/2019,REGINA DISTIN,NA,"W2109 CTY RD D, PHILLIPS, WI 54555","W3114 MARTINS DR, PHILLIPS, WI 54555-8864",715-339-3395,715-339-3296
TOWN OF FIFIELD PRICE COUNTY,51010,http://www.tn.fifield.wi.gov,6/20/2018,JENNIFER JONTRY,SALLY PUTNAM,"N13935 RIDGE AVE, FIFIELD, WI 54524-9626","PO BOX 241, FIFIELD, WI 54524- 0241",715-762-2500,715-762-3161
TOWN OF FLAMBEAU PRICE COUNTY,51012,NA,1/23/2019,JAMIE SOBERG,NA,"N11195 TOWN HALL RD, PHILLIPS WI 54555-7237","W9301 RIVER ROAD, PHILLIPS, WI 54555",715-339-7184,NA
TOWN OF GEORGETOWN - PRICE,51014,NA,1/14/2019,CAROL SUTO,NA,"N4315 MEQUON ST, KENNAN, COUNTY WI 54537-9383","N5443 STATE HIGHWAY111, CATAWBA, WI 54515",715-474-2445,NA
TOWN OF HACKETT PRICE COUNTY,51016,NA,3/8/2019,WENDY ORYSEN,NA,"W4891 EMERY HACKETT RD, PHILLIPS, WI 54555-8575","N5766 SAMS LN, PRENTICE, WI 54556-9451",715-428-2004,715-428-2011
TOWN OF HARMONY PRICE COUNTY /harmony/,51018,http://www.co.price.wi.us/municipalities,1/5/2018,SHEILA HOOK,NA,"W9095 COUNTY ROAD J, CATAWBA, WI 54515-9736","PO BOX 293, PHILLIPS, WI 54555-0293",715-820-1344,NA
TOWN OF HILL COUNTY,51020,NA,3/8/2019,SANDRA K. BEHLING,NA,"W4391 HULTMAN LAKE RD, OGEMA, WI 54459-9321","W4601 MACKY SPUR RD, OGEMA, WI 54459-9383",715-657-0389,NA
TOWN OF KENNAN PRICE COUNTY,51022,NA,4/19/2019,BRENDA JONES,NA,"N4315 MEQUON ST, KENNAN, WI 54537-9383","PO BOX 211, KENNAN, WI 54537-0211",715-474-6658,NA
TOWN OF KNOX COUNTY,51024,NA,3/8/2019,AMY STEINBACH,NA,"N4488 STADIUM ROAD, BRANTWOOD WI 54513","N4779 RIVER RD, BRANTWOOD, WI 54513-9337",715-564-2536,NA
TOWN OF LAKE COUNTY,51026,http://www.townlakewi.com,4/19/2019,JUDY REAS,NA,"W8095 COUNTY ROAD E, PARK FALLS, WI 54552","PO BOX 228, PARK FALLS, WI 54552-0228",715-762-2151,NA
TOWN OF OGEMA PRICE COUNTY,51028,NA,7/1/2016,JOLENE MARIE BERGER,NA,"W5039 STATE HIGHWAY 86, OGEMA, WI 54459","N2493 STATE HIGHWAY13, OGEMA, WI 54459-8379",715-767-5652,NA
TOWN OF PRENTICE PRICE COUNTY,51030,NA,4/26/2017,AMY ESTERHOLM,NA,"400 CENTER ST, PRENTICE, WI 54556-1157","PO BOX 49, PRENTICE, WI 54556-0049",715-428-2793,715-428-2789
TOWN OF SPIRIT PRICE COUNTY,51032,NA,3/8/2019,JANELLE NELSON,NA,"1316 STATE HWY 86, BRANTWOOD WI 54513","W1270 STATE HIGHWAY86, BRANTWOOD, WI 54513-8802",715-564-3266,715-564-3250
TOWN OF WORCESTER - PRICE COUNTY,51034,NA,8/7/2018,SHEILA MARIE HOOK,NA,"W6895 SPRINGS DR, PHILLIPS, WI 54555-7649",NA,715-339-3430,715-339-6040
VILLAGE OF CATAWBA PRICE COUNTY,51111,NA,1/7/2020,CALI HANDEL,NA,"N4508 HIGH ST, CATAWBA, WI 54515","N4524 MAIN ST, CATAWBA, WI 54515",715-567-0077,NA
VILLAGE OF KENNAN PRICE COUNTY,51141,NA,12/26/2019,BRENDA JONES,NA,"N4315 MEQUON ST, KENNAN, WI 54537","PO BOX 192, KENNAN, WI 54537 -0192",715-474-6658,NA
VILLAGE OF PRENTICE PRICE COUNTY,51171,http://www.vil.prentice.wi.gov,12/28/2017,LAURIE ANDREAE,NA,"403 CENTER ST, PRENTICE, WI 54556-1157","PO BOX 78, PRENTICE, WI 54556-0078",715-428-2124,715-428-2120
CITY OF PARK FALLS PRICE COUNTY,51271,https://www.cityofparkfalls.com/,8/12/2019,MICHELLE M SMITH,MICHELLE M SMITH,"400 4TH AVE S, PARK FALLS, WI 54552-1175","PO BOX 146, PARK FALLS, WI 54552-0146",715-762-2436,715-762-2437
CITY OF PHILLIPS PRICE COUNTY,51272,http://cityofphillips.com,2/5/2018,SHELBY PROCHNOW,NA,"174 S EYDER AVE, PHILLIPS, WI 54555-1337",NA,715-339-3125,715-339-3265
TOWN OF BURLINGTON - RACINE COUNTY,52002,http://www.tn.burlington.wi.gov/,12/6/2019,JEANNE RENNIE,NA,"32288 BUSHNELL RD, BURLINGTON, WI 53105-9426",NA,262-763-3070,262-763-2118
TOWN OF DOVER RACINE COUNTY,52006,https://townofdoverwi.com/,7/16/2018,CAMILLE GEROU,KIMBERLY SPRINGER,"4110 S BEAUMONT AVE, KANSASVILLE, WI 53139-9522",NA,262-878-2200,262-878-2595
TOWN OF NORWAY RACINE COUNTY,52010,http://www.townofnorway.org/,1/2/2018,PATRICIA CAMPBELL,NA,"6419 HEG PARK RD, WIND LAKE, WI 53185-2735",NA,262-895-6335,262-895-6601
TOWN OF RAYMOND RACINE COUNTY,52012,http://www.raymondtownof.com,5/14/2019,LINDA M TERRY,JANICE WELCH,"2255 76TH ST, FRANKSVILLE, WI 53126-9539",NA,262-835-4426,262-835-4449
TOWN OF WATERFORD RACINE COUNTY,52016,http://www.tn.waterford.wi.gov,12/15/2017,TINA MAYER,HEATHER STRATTON,"415 N MILWAUKEE ST, WATERFORD, WI 53185-4434",NA,262-534-1871,262-534-6606
TOWN OF YORKVILLE RACINE COUNTY,52018,NA,3/19/2019,MICHAEL MCKINNEY,TAMMY RUGGABER,"925 15TH AVE, UNION GROVE, WI 53182-1427",NA,262-878-2123,262-878-1680
VILLAGE OF CALEDONIA - RACINE COUNTY,52104,http://caledoniawi.com,4/29/2019,KARIE POPE,JOSLYN HOEFFERT,"5043 CHESTER LANE, CALEDONIA, WI 53402","5043 CHESTER LANE, CALEDONIA, WI 53402-2414",262-835-4451,262-835-2388
VILLAGE OF ELMWOOD PARK - RACINE COUNTY,52121,http://vil.ep.wi.us,4/29/2019,CHRISTOPHER E JENKINS,NA,"3131 Taylor Ave Unit 1, Racine, WI 53405",NA,262-707-3959,NA
VILLAGE OF MOUNT PLEASANT - RACINE,52151,http://www.mtpleasantwi.gov/,1/15/2020,STEPHANIE KOHLHAGEN,NA,"8811 CAMPUS DR, MT COUNTY PLEASANT, WI 53406-7014",NA,262-664-7800 EXT 3,262-664-7801
VILLAGE OF NORTH BAY - RACINE COUNTY,52161,https://northbay-wi.us/,12/6/2019,DORI PANTHOFER,JANICE WELCH,"3615 HENNEPIN PL, RACINE, WI 53402-3613",NA,262-639-2334,262-835-4449
VILLAGE OF ROCHESTER - RACINE,52176,http://rochesterwi.us,12/21/2018,SANDRA J SWAN,NA,"300 W SPRING ST, COUNTY ROCHESTER, WI 53167","PO BOX 65, ROCHESTER, WI 53167-0065",262-534-2431,262-534-4084
